金灿花园 3室2厅 159万,159,单价19905元/平米,3室2厅,79.88平米,南,精装,低楼层(共18层),板楼,
带车位，中间楼层，随时看房，价格可议，可贷款,101,单价8030元/平米,3室2厅,125.79平米,南北,毛坯,中楼层(共31层),塔楼,
：南北通透三居室，采光好无任何遮挡，小区楼间距大,168,单价13168元/平米,3室2厅,127.59平米,南北,精装,高楼层(共6层),板楼,
低楼层，采光充足，精装修，居住舒适,150,单价17330元/平米,2室1厅,86.56平米,南,精装,低楼层(共6层),板楼,
急售  安德公寓 小两室 采光视野优良,159,单价28789元/平米,2室1厅,55.23平米,北,简装,中楼层(共14层),板楼,
正阳里 南北通透户型 满五年 诚心出售 随时看房,220,单价28732元/平米,2室1厅,76.57平米,南北,精装,中楼层(共6层),板楼,
洋房 前后花园  为孩子老人提供更好的环境,470,单价33457元/平米,3室2厅,140.48平米,南北,精装,中楼层(共11层),板楼,
欧亚花园 4室2厅 520万,520,单价24179元/平米,4室2厅,215.07平米,南北,简装,中楼层(共11层),板楼,
配套较齐 采光较好 业主诚意出售 干净整洁,328,单价30120元/平米,3室1厅,108.9平米,东南南,精装,高楼层(共24层),板塔结合,
龙博花园 楼下两室 +大阁楼 =120平米 使用空间大,202,单价25822元/平米,2室1厅,78.23平米,南北,简装,高楼层(共6层),板楼,
紧凑小三居，老证，空户，无尾款,137,单价17342元/平米,3室1厅,79平米,南北,简装,低楼层(共6层),板塔结合,
小区配套较齐 房子户型好 采光充足 业主诚意出售,230,单价25323元/平米,2室1厅,90.83平米,南北,毛坯,低楼层(共18层),板塔结合,
天鹅湖1号  2室2厅 精装修 无遮挡 采光充足 老空无,128,单价14302元/平米,2室2厅,89.5平米,南,简装,高楼层(共20层),板楼,
晶品轩 2室1厅 315万,315,单价34495元/平米,2室1厅,91.32平米,南,精装,高楼层(共33层),板楼,
满五唯一    精装修H+1户型  多8平米卧室  带地下车位,261,单价26986元/平米,3室2厅,96.72平米,南,精装,高楼层(共18层),板楼,
恒大品牌 翡翠华庭 奢华社区 精装三室 酒店式风格,134,单价12578元/平米,3室2厅,106.54平米,南,精装,高楼层(共28层),板楼,
广厦富成 四室中高楼层 采光好  有钥匙 看房方便,143,单价14527元/平米,4室2厅,98.44平米,东南,毛坯,高楼层(共29层),板楼,
满五年唯一 鼓楼板块商品房 高楼层无遮挡,525,单价48374元/平米,2室2厅,108.53平米,南,简装,高楼层(共24层),板塔结合,
长华里 3室1厅 289万,289,单价27430元/平米,3室1厅,105.36平米,南,简装,高楼层(共6层),板楼,
南北通透两居室 精装未住，采光好,115,单价12599元/平米,2室1厅,91.28平米,南北,精装,中楼层(共26层),板楼,
和泓四季恋城 3室2厅 193万,193,单价21972元/平米,3室2厅,87.84平米,南北,精装,低楼层(共11层),板楼,
金冠里，交通便利，多路公交经过此小区，地铁三号线,200,单价24379元/平米,2室1厅,82.04平米,南北,毛坯,中楼层(共6层),板楼,
精装修 高铁站三室 南北通透 采光充足 小区环境优美,235,单价24029元/平米,3室2厅,97.8平米,南北,精装,中楼层(共18层),板楼,
通透户型，出行方便，居住方便舒适,127,单价13683元/平米,2室2厅,92.82平米,南北,简装,中楼层(共6层),板楼,
正阳楼 2室0厅 58万,58,单价10049元/平米,2室0厅,57.72平米,南北,简装,中楼层(共4层),暂无数据,
航楼 南北通透 全明户型 配套齐全 有钥匙 诚意出售,94,单价14345元/平米,2室1厅,65.53平米,南北,简装,高楼层(共4层),板楼,
一楼，满五年唯一，南北通透朝向好，交通便利.,188,单价25148元/平米,2室1厅,74.76平米,南北,简装,低楼层(共6层),板楼,
房屋满五唯一，精装修两室，拎包入住,156,单价18981元/平米,2室1厅,82.19平米,南,精装,高楼层(共28层),板楼,
南北通透，业主诚心出售，看房比较方便,115,单价12722元/平米,2室1厅,90.4平米,南北,毛坯,高楼层(共6层),板楼,
电梯房两室 满两年 带车位 精装修,140,单价22418元/平米,2室1厅,62.45平米,东南,精装,低楼层(共28层),板塔结合,
必看好房·南开水上公园街·红医里南北向，诚心出售,199,单价28950元/平米,2室1厅,68.74平米,南北,简装,中楼层(共6层),板楼,
云阳西里 2室1厅 179万,179,单价30319元/平米,2室1厅,59.04平米,南北,简装,中楼层(共6层),板楼,
联合里 1室1厅 132万,132,单价40110元/平米,1室1厅,32.91平米,东,简装,高楼层(共6层),板楼,
泰山里中间楼层，看房方便，满五唯一,152.7,单价26946元/平米,2室1厅,56.67平米,南北,精装,中楼层(共5层),板楼,
兰江新苑 1室1厅 144.8万,144.8,单价25152元/平米,1室1厅,57.57平米,西南,精装,中楼层(共26层),塔楼,
凤凰城 3室2厅 620万,620,单价39918元/平米,3室2厅,155.32平米,东北南,简装,中楼层(共11层),板楼,
贻正嘉合  三面朝阳  一梯两户  业主诚心卖,186,单价13611元/平米,3室2厅,136.66平米,南北,精装,中楼层(共6层),板楼,
一楼！！！三室，花园位置，满五唯一！！！,340,单价25150元/平米,3室2厅,135.19平米,南西北,其他,低楼层(共6层),板楼,
迎水东里 2室1厅 145万,145,单价24757元/平米,2室1厅,58.57平米,东西,简装,高楼层(共7层),板楼,
低楼层偏单两室，中间户，业主诚心出售,172,单价29198元/平米,2室2厅,58.91平米,南北,简装,低楼层(共6层),板楼,
近地铁 采光好，格局分明，总价低,206.6,单价23731元/平米,2室2厅,87.06平米,东南,简装,高楼层(共9层),板楼,
宝龙城 2室1厅 111万,111,单价13791元/平米,2室1厅,80.49平米,南北,简装,高楼层(共11层),板楼,
供电局家属院 3室2厅 102万,102,单价10766元/平米,3室2厅,94.75平米,南北,简装,高楼层(共6层),板楼,
正南北3室，2个明卫，中楼层，近门口，看房方便。,307,单价26104元/平米,3室2厅,117.61平米,南北,精装,中楼层(共10层),板楼,
海明园+东环线内+精装两居+南北通透.,125,单价15414元/平米,2室1厅,81.1平米,南北,简装,中楼层(共8层),板楼,
中间楼层，采光好，次新房没住过人，配套齐全,136.4,单价14485元/平米,2室1厅,94.17平米,东南,精装,中楼层(共30层),板楼,
雍馨花园  户型方正 南北朝向 无抵押,198,单价20553元/平米,2室2厅,96.34平米,南,精装,中楼层(共5层),板楼,
永开里 采光充足，中间楼层，交通便利，看房方便,53,单价12590元/平米,1室1厅,42.1平米,南,简装,中楼层(共6层),板楼,
企业产.中间楼层.采光充足.无遮挡.诚心出售.,127,单价37798元/平米,2室1厅,33.6平米,南,精装,中楼层(共5层),板楼,
瑞湾花园 2室1厅 260万,260,单价31485元/平米,2室1厅,82.58平米,南,精装,高楼层(共14层),板楼,
2013年小区 H户型 带地下车位  拎包入住 好出租,208,单价26417元/平米,2室1厅,78.74平米,南北,简装,中楼层(共26层),塔楼,
满五年 中独 明厅 中间楼层 小区环境好 人文素质高,116,单价21602元/平米,1室1厅,53.7平米,南,简装,中楼层(共6层),板楼,
原筑南北通透好户型，采光好，宽敞落地窗大阳台,109,单价12013元/平米,2室2厅,90.74平米,南北,精装,中楼层(共11层),板塔结合,
金苑公寓 1室1厅 90万,90,单价16892元/平米,1室1厅,53.28平米,南北,简装,中楼层(共6层),板楼,
第六田园优仕庭园，楼前无遮挡，采光充足，户型方正,390,单价33604元/平米,3室2厅,116.06平米,南,精装,中楼层(共5层),板楼,
泰达园 三期 看房方便  临人民公园,408,单价35073元/平米,2室2厅,116.33平米,南北,简装,低楼层(共25层),板楼,
南北通透 户型方正 中间楼层 无遮挡 看房有钥匙,425,单价40523元/平米,2室1厅,104.88平米,南北,精装,高楼层(共10层),板楼,
大通时尚花园 3室2厅 380万,380,单价27583元/平米,3室2厅,137.77平米,南北,简装,5层,板楼,
精品两居室，距离高铁近.精装修，拎包入住,168,单价18765元/平米,2室1厅,89.53平米,南,精装,高楼层(共17层),板楼,
南北通透 两室两卫 一楼 可以种点花花草草 看房方便,133,单价12037元/平米,2室2厅,110.5平米,南北,精装,低楼层(共25层),板楼,
绿景家园小区，环境优美，人文素质高，居住环境好。,160,单价14349元/平米,3室2厅,111.51平米,南北,精装,中楼层(共5层),板楼,
雅庭苑 满五唯一 H户型错层  位置好 带装修 改善房,279,单价24847元/平米,2室2厅,112.29平米,南北,精装,高楼层(共6层),板楼,
融创品质 小区环境好 南北通透三室好房,130.6,单价12031元/平米,3室1厅,108.56平米,南北,毛坯,低楼层(共28层),板楼,
水岸花园  全阳户型  两室一厅,95,单价11147元/平米,2室1厅,85.23平米,南,简装,中楼层(共18层),板楼,
东海岸家园 精装修小三居 拎包入住 随时看房,140,单价14657元/平米,3室1厅,95.52平米,南,精装,低楼层(共32层),板楼,
广厦富城洋房三室 南北通透 三楼 精装 位置好房龄新,183,单价16527元/平米,3室2厅,110.73平米,南北,精装,中楼层(共5层),板楼,
远景庄园   联排别墅 四室两厅  交通便利 适合居住,288,单价14023元/平米,4室2厅,205.39平米,南北,毛坯,低楼层(共3层),暂无数据,
万科品质 精装洋房 带独立架空车位,495,单价38465元/平米,3室2厅,128.69平米,南北,精装,中楼层(共5层),板楼,
满五唯一南北通透的全阳两室 中间楼层 不临街不把边,420,单价33910元/平米,2室1厅,123.86平米,南北,精装,中楼层(共6层),板楼,
婚房装修，不临街不把边。私产满五唯一,135,单价28440元/平米,1室1厅,47.47平米,南北,精装,低楼层(共6层),板塔结合,
港云里独单，采光无遮挡，户型好利用,117,单价28454元/平米,1室1厅,41.12平米,东,简装,高楼层(共6层),板楼,
盈江里 南北通透 简装四楼 看房提前联系,135,单价26904元/平米,2室1厅,50.18平米,南北,毛坯,中楼层(共6层),板楼,
川水H户型两室精装修 看房随时,405,单价40901元/平米,2室1厅,99.02平米,南北,精装,低楼层(共27层),板楼,
通透两居精装修 中间楼层 采光充足,163,单价16576元/平米,2室2厅,98.34平米,南北,精装,中楼层(共26层),板楼,
此房满五唯一 通透户型 格局好 装修不错 养老必备,195,单价25461元/平米,3室1厅,76.59平米,南,简装,中楼层(共5层),板楼,
天津碧桂园 3室2厅 129万,129,单价8974元/平米,3室2厅,143.76平米,南,精装,低楼层(共25层),板塔结合,
恒大翡翠华庭 3室2厅 125万,125,单价11898元/平米,3室2厅,105.06平米,南北,精装,低楼层(共16层),板楼,
莱茵春天 满五年 交通便利 采光充足 配套齐全,188,单价15739元/平米,3室2厅,119.45平米,南北,精装,中楼层(共5层),板楼,
瑞祥花园 精装三室 无户口问题，房主急售,145,单价12465元/平米,3室1厅,116.33平米,南,精装,低楼层(共24层),板楼,
装修好，不临街，满五唯一税费低,139,单价24158元/平米,2室1厅,57.54平米,南,简装,高楼层(共6层),板楼,
交通便利，出行方便，配套完善。地理位置优越.,313,单价44097元/平米,2室1厅,70.98平米,南北,精装,高楼层(共16层),塔楼,
天嘉湖花园 2室2厅 68万,68,单价7766元/平米,2室2厅,87.57平米,南,毛坯,中楼层(共12层),塔楼,
滨瑞花园 三居室，采光好未来汇总价有商量 看房方便,158,单价12297元/平米,3室2厅,128.49平米,南北,精装,低楼层(共20层),板楼,
房子不临街！商品房！老空无！看房方便！！！,67,单价5327元/平米,3室2厅,125.78平米,南,简装,低楼层(共15层),板塔结合,
宝鑫景苑 南北通透大三室 价格合适,89,单价7262元/平米,3室2厅,122.57平米,南北,简装,高楼层(共7层),板楼,
全运村棣棠园小三室 没住过人 精装修 次新房,370,单价37454元/平米,3室1厅,98.79平米,南,精装,中楼层(共24层),板楼,
华侨城 简装 两室着急出售，购物，交通，上学方便,94,单价10593元/平米,2室1厅,88.74平米,南,其他,低楼层(共28层),板楼,
房屋精装修，拎包入住，楼层好 采光无遮挡   户型方正,195,单价29170元/平米,1室1厅,66.85平米,南西北,精装,中楼层(共24层),板楼,
翡翠半岛，老证空户无尾款，毛坯，复式，电梯南向。,70,单价15920元/平米,1室1厅,43.97平米,南,毛坯,中楼层(共16层),板楼,
明珠花园   过五年三室 改善环境出售此房,181,单价19432元/平米,3室1厅,93.15平米,南,精装,中楼层(共17层),板楼,
怡林园精装好房，户型方正，采光好，业主诚心出售。,268,单价29841元/平米,2室1厅,89.81平米,南北,精装,高楼层(共6层),板楼,
晓星园 低楼层标准三室 私产过五无尾款 产权清晰。,518,单价36900元/平米,3室2厅,140.38平米,南北,精装,中楼层(共7层),板楼,
东丽湖洋房 户型方正 楼层好 视野好 业主诚心出售,118,单价9077元/平米,3室1厅,130平米,南北,其他,中楼层(共5层),板楼,
此房过五年，业主诚意卖房，小区一组团，通透户型,315,单价26244元/平米,3室2厅,120.03平米,南北,简装,中楼层(共5层),板楼,
翠阜新村地铁站 过五年 二楼 三室两卫  随时看房,318,单价25289元/平米,3室2厅,125.75平米,南北,精装,低楼层(共6层),板楼,
企业产，一室，朝向南，采光好，电梯房,120,单价38205元/平米,1室1厅,31.41平米,南,简装,低楼层(共20层),塔楼,
满五年观景房，一套，南北通透，随时看房，,185,单价19983元/平米,2室2厅,92.58平米,南北,毛坯,中楼层(共33层),板楼,
业主急售，方正一室 居住舒适 生活配套完善 视野宽阔,57,单价12902元/平米,1室1厅,44.18平米,西,简装,高楼层(共6层),板楼,
南北朝向 三室两厅  楼层好采光充足,135,单价13293元/平米,3室2厅,101.56平米,南,毛坯,中楼层(共16层),塔楼,
满2年 次新房  诚心出售  朝向好....,155,单价27132元/平米,1室1厅,57.13平米,南,精装,高楼层(共26层),塔楼,
盛世馨园 南北通透 满五唯一 通风采光良好 武清高铁站,178.5,单价18084元/平米,2室2厅,98.71平米,南北,精装,高楼层(共15层),板楼,
户型方正楼层低交通便利业主诚意出售,103,单价27020元/平米,1室1厅,38.12平米,东,简装,中楼层(共6层),板楼,
小区干净 物业好 双地铁交通便捷 商厦配套齐全,132,单价43011元/平米,1室1厅,30.69平米,北,精装,高楼层(共7层),板楼,
颐清花园，毛坯，老证，无尾款，三楼通透有户口可迁出,152,单价16711元/平米,3室2厅,90.96平米,南北,毛坯,中楼层(共8层),板楼,
盈江东里一室一厅一厨一卫三楼私产,101,单价30367元/平米,1室1厅,33.26平米,北,简装,中楼层(共6层),板楼,
临池里非顶楼，看房方便，随时签约,80,单价19394元/平米,1室1厅,41.25平米,南,简装,高楼层(共6层),板楼,
君利花园  南北通透   舒适大三居,110,单价8590元/平米,3室2厅,128.06平米,南北,毛坯,高楼层(共24层),板塔结合,
懿德园   中间楼层  精致装修  有钥匙,297,单价27116元/平米,2室2厅,109.53平米,南北,精装,高楼层(共6层),板楼,
万科物业，院中院洋房，一梯两户，婚房装修，满五唯一,226,单价24107元/平米,2室1厅,93.75平米,南北,精装,低楼层(共6层),板楼,
万隆花园 精装2楼 朝南一室 拎包入住,97,单价19331元/平米,1室1厅,50.18平米,南,精装,低楼层(共6层),板楼,
此房满五年 ，小三室，格局通透，无浪费面积，,217,单价21799元/平米,3室1厅,99.55平米,南北,简装,中楼层(共6层),板楼,
婚房的选择，毛坯可以直接装修！刚过两年,135,单价14517元/平米,2室2厅,93平米,南,毛坯,高楼层(共31层),板楼,
林苑东里 2室1厅 97万,97,单价23810元/平米,2室1厅,40.74平米,南北,简装,高楼层(共7层),板楼,
柳江里(塘沽区) 2室1厅 85.8万,85.8,单价15027元/平米,2室1厅,57.1平米,南,精装,中楼层(共5层),板楼,
恒大绿洲花园  南北通透三居室  环境优美  户型方正,168,单价11717元/平米,3室2厅,143.39平米,南北,精装,中楼层(共11层),板楼,
大园新居 楼龄新 环境好 交通出行方便,159,单价25879元/平米,1室1厅,61.44平米,西南,其他,高楼层(共28层),板塔结合,
中间楼层   满五无二套   大双阳两室,249,单价25652元/平米,2室2厅,97.07平米,南,精装,中楼层(共7层),板楼,
民泰里小区 一室一厅 交通便利 配套成熟,98,单价23306元/平米,1室1厅,42.05平米,东南,简装,中楼层(共7层),板楼,
贻丰园两室一厅双阳，采光充足，小区环境干净舒适,118,单价16011元/平米,2室1厅,73.7平米,南,精装,高楼层(共6层),板楼,
满五唯一没有个税    无尾款     好楼层随时可看,165,单价21233元/平米,2室1厅,77.71平米,南,简装,中楼层(共32层),板楼,
黄岩里 2室1厅 71万,71,单价13922元/平米,2室1厅,51平米,南北,简装,高楼层(共6层),板楼,
畅水园 电梯洋房 包含家具家电 诚意出售 有钥匙随时看,466,单价36016元/平米,3室2厅,129.39平米,南,精装,中楼层(共10层),板楼,
富锦里 2室1厅 129万,129,单价21440元/平米,2室1厅,60.17平米,南北,简装,中楼层(共6层),板楼,
次顶楼层 采光好 视野开阔 无遮挡,115,单价17035元/平米,2室1厅,67.51平米,东北,其他,高楼层(共18层),板楼,
湛江路新村 1室1厅 195万,195,单价51615元/平米,1室1厅,37.78平米,南,毛坯,高楼层(共7层),板楼,
金地品牌次新房过两年 近地铁临永旺 带一个地下车位,220,单价19368元/平米,3室1厅,113.59平米,南北,毛坯,中楼层(共8层),板塔结合,
长青北里 2室1厅 125万,125,单价20720元/平米,2室1厅,60.33平米,南北,简装,中楼层(共6层),板楼,
满五唯一 空户 无尾款 无户口可迁入,209,单价13189元/平米,3室2厅,158.47平米,南北,毛坯,中楼层(共11层),板楼,
教师村 全明户型 低楼层 环境好 随时看房,193,单价31833元/平米,2室1厅,60.63平米,东西北,精装,低楼层(共6层),板楼,
私产满五唯一，楼栋位置好，大一室，业主诚心卖,133.5,单价27318元/平米,1室1厅,48.87平米,南,简装,低楼层(共6层),板楼,
此房无户口，无抵押，中间楼层，明厨明厕，房主好沟通,63.9,单价10002元/平米,2室1厅,63.89平米,南北,简装,中楼层(共6层),板楼,
社会山北苑  前后花园环抱 重工打造精装修 带地下车位,185,单价20250元/平米,3室1厅,91.36平米,南北,精装,高楼层(共7层),板楼,
君悦花苑 3室2厅 175万,175,单价18356元/平米,3室2厅,95.34平米,南北,精装,高楼层(共6层),板楼,
一楼一楼 出行方便 私产满五年 配套齐全 南北通透,232,单价30367元/平米,2室1厅,76.4平米,南北,简装,低楼层(共6层),板楼,
众祥园 满五年 业主诚意出售 ........,130,单价13775元/平米,2室1厅,94.38平米,南,精装,高楼层(共6层),板楼,
闽侯路片 低楼层 精装修没住过人 私产过五,164,单价60030元/平米,1室1厅,27.32平米,北,精装,中楼层(共7层),板楼,
心贻湾通透两室 明厨明卫 位置安静 中高层无遮挡,140,单价14139元/平米,2室1厅,99.02平米,南北,简装,中楼层(共32层),塔楼,
海建里单号，一楼带小院私产，采光还可以,245,单价45295元/平米,2室1厅,54.09平米,南,简装,低楼层(共6层),板楼,
明家庄园 洋房 H户型 钥匙房,177,单价22310元/平米,2室1厅,79.34平米,南,其他,中楼层(共5层),板楼,
祺寿里，南北向，私产无尾款，随时可办手续， 总价低,180,单价37175元/平米,2室1厅,48.42平米,南北,简装,高楼层(共6层),板楼,
武清高铁，佛罗伦萨旁，亨通花园，价格低,150,单价17687元/平米,2室1厅,84.81平米,南北,简装,低楼层(共6层),板楼,
乐桥里 低楼层 1室 采光视野好 户型方正 看房方便,65.5,单价29814元/平米,1室1厅,21.97平米,南,精装,低楼层(共6层),板楼,
程林里西区 中间楼层南北通透 临公园万达满五唯一,138,单价23647元/平米,2室1厅,58.36平米,南北,简装,中楼层(共6层),板楼,
普旺里 中间楼层 双阳户型 随时看房诚意出售,155,单价17275元/平米,2室1厅,89.73平米,南北,简装,中楼层(共6层),板楼,
96年小区 四楼 私产过两年 可贷款 采光好,115,单价24865元/平米,1室1厅,46.25平米,东,其他,中楼层(共6层),板塔结合,
凤园北里 1室1厅 108万,108,单价30518元/平米,1室1厅,35.39平米,北,其他,低楼层(共6层),板楼,
倚虹中里 2室1厅 106万,106,单价19386元/平米,2室1厅,54.68平米,南北,精装,高楼层(共7层),板楼,
南北通透，H户型，全明，居住环境舒适,165,单价17900元/平米,2室1厅,92.18平米,南西北,简装,低楼层(共17层),板楼,
南华里好房，配套其全，满二无大税，业主诚心出售。,90,单价12630元/平米,2室1厅,71.26平米,南,简装,高楼层(共6层),板楼,
钥匙房，看房方便，中间楼层，拎包入住，地段成熟,105,单价15065元/平米,1室1厅,69.7平米,南,简装,中楼层(共22层),塔楼,
兴华里小两居  户型方正 视野宽阔,71,单价11640元/平米,2室1厅,61平米,南,简装,高楼层(共5层),板楼,
和苑绵和园 三室中间楼层 过两年 红桥区 师大附,197,单价19990元/平米,3室1厅,98.55平米,南北西,毛坯,中楼层(共27层),板塔结合,
典雅居 1居 好位置77万 2层,77,单价12894元/平米,1室1厅,59.72平米,南,简装,低楼层(共3层),板楼,
私产过两年，无遮挡，房龄新，格局方正，有正规阳台,160,单价26394元/平米,1室1厅,60.62平米,西南,精装,高楼层(共28层),塔楼,
万和里，临万达爱琴海，大两室，户型方正，通透采光好,120,单价17392元/平米,2室1厅,69平米,东西,毛坯,高楼层(共6层),板楼,
老证，空户 无尾款，  周  边   配套齐全,141,单价19826元/平米,2室1厅,71.12平米,南北,简装,低楼层(共6层),板楼,
长瀛里  全阳面户型  房子过五年 看房随时,210,单价23987元/平米,2室1厅,87.55平米,南,简装,中楼层(共24层),板楼,
燕宇花园 全明户型 南北通透 低楼层 出行方便,163,单价20358元/平米,2室1厅,80.07平米,南北,简装,低楼层(共6层),板楼,
2楼 全明户型 户型方正 私产满五 客厅好用 能贷款,150,单价27825元/平米,2室1厅,53.91平米,西南,毛坯,低楼层(共6层),板楼,
赛园里 1室1厅 125万,125,单价30941元/平米,1室1厅,40.4平米,南,简装,低楼层(共6层),板楼,
低楼层一室 南北向 视野好 前面无遮挡,93,单价23250元/平米,1室1厅,40平米,南北,简装,低楼层(共6层),板楼,
富方园 1室1厅 125万,125,单价22539元/平米,1室1厅,55.46平米,南北,精装,高楼层(共7层),板楼,
新义信里   低楼层  私产可贷款  业主急售,93.5,单价28403元/平米,1室1厅,32.92平米,南,简装,低楼层(共6层),板楼,
汇恒园两室 满五 价格合适 业主诚心出售,178,单价19321元/平米,2室1厅,92.13平米,南北,简装,低楼层(共22层),板楼,
店长推荐 洪湖里 一号线  私产 价位优美,84,单价20870元/平米,1室1厅,40.25平米,南,简装,中楼层(共6层),板楼,
金泰花园 低楼层全阳两室 过五年诚意出售 随时看房,219,单价25768元/平米,2室1厅,84.99平米,南,简装,低楼层(共7层),板楼,
此房满五年，河西闽侯路，地铁1和5号线,176,单价51796元/平米,1室1厅,33.98平米,东,简装,低楼层(共6层),板楼,
富力城天康园 2室1厅 440万,440,单价49690元/平米,2室1厅,88.55平米,南北,精装,低楼层(共32层),板塔结合,
彰武楼 2室1厅 125万,125,单价22211元/平米,2室1厅,56.28平米,南,其他,中楼层(共6层),板楼,
金潭花园低楼层三室户型 南北通透 随时看房  环境优雅,445,单价31994元/平米,3室1厅,139.09平米,南北,精装,低楼层(共6层),板楼,
鲲玺园诚心出售，有学籍有车位，视野好采光好，楼层好,143,单价16064元/平米,2室1厅,89.02平米,南,简装,中楼层(共16层),板楼,
满五唯一  产权清晰  税费低 总价便宜,138,单价14757元/平米,3室1厅,93.52平米,南北,精装,高楼层(共18层),塔楼,
满二年  有车位 精装修 前面无遮挡 采光好,192,单价19604元/平米,2室2厅,97.94平米,南北,精装,中楼层(共17层),板楼,
陶然庭苑 三室 全明户型 多八平米 带车位 九号线旁,239,单价24154元/平米,3室2厅,98.95平米,东南北,精装,高楼层(共16层),板楼,
华宁南里三室私产满五唯一精装修 采光好配套齐全,175,单价25242元/平米,3室1厅,69.33平米,南北,精装,高楼层(共6层),板楼,
海韵家园，带阁楼露台，一梯一户，全明户型出行方便,438,单价39873元/平米,3室2厅,109.85平米,南北,简装,高楼层(共5层),板楼,
宝鑫景苑，低楼层，三室一楼价格合适.,94,单价9707元/平米,3室2厅,96.84平米,南北,毛坯,低楼层(共7层),板楼,
